name,date,country,genre,rating,rating_count,kind,link,subscription,audio,subtitles,description
"Убей меня, исцели меня",2015,Корея Южная,"драма, мелодрама",8.3,9249,film,https://www.kinopoisk.ru/film/885737/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Вызовите акушерку,2012–,Великобритания,"драма, история",8.3,10805,serial,https://www.kinopoisk.ru/film/664424/,По подписке Плюс,0,0,0
Постановка,2020–2021,Великобритания,"драма, комедия",8.3,24680,serial,https://www.kinopoisk.ru/film/1384808/,По подписке Плюс,0,0,0
Сказочный патруль. Детские песни,2016–,Россия,"детский, мультфильм",8.3,1547,serial,https://www.kinopoisk.ru/film/1314711/,По подписке Плюс,0,0,0
Мажор,2014–2018,Россия,"драма, криминал",8.3,190206,serial,https://www.kinopoisk.ru/film/820638/,По подписке Плюс,0,0,0
Карточный домик,2013–2018,США,драма,8.3,72946,serial,https://www.kinopoisk.ru/film/581937/,online,0,0,0
Силиконовая долина,2014–2019,США,комедия,8.3,64751,serial,https://www.kinopoisk.ru/film/723959/,По подписке Плюс Мульти с Амедиатекой,0,0,0
ВАЛЛ·И,2008,США,"мультфильм, фантастика",8.3,494267,film,https://www.kinopoisk.ru/film/279102/,По подписке Плюс,0,0,0
Балто,1995,"США, Великобритания","мультфильм, драма",8.3,159560,film,https://www.kinopoisk.ru/film/7097/,online,0,0,0
1812,2012,Россия,"документальный, история",8.3,3069,film,https://www.kinopoisk.ru/film/700587/,По подписке Плюс,0,0,0
Прогулки с динозаврами: Доисторическая планета,2014,-,"мультфильм, документальный",8.3,776,film,https://www.kinopoisk.ru/film/4417940/,По подписке Плюс,0,0,0
Противостояние,1985,СССР,"детектив, триллер",8.3,10084,film,https://www.kinopoisk.ru/film/94116/,По подписке Плюс,0,0,0
Совёнок Хоп-Хоп,2018–2020,Россия,"мультфильм, детский",8.3,820,serial,https://www.kinopoisk.ru/film/1387120/,По подписке Плюс,0,0,0
Батальоны просят огня,1985,СССР,"драма, военный",8.3,11697,film,https://www.kinopoisk.ru/film/81482/,По подписке Плюс,0,0,0
Вся правда о медведях,2015–2019,США,"мультфильм, фэнтези",8.3,19814,serial,https://www.kinopoisk.ru/film/926854/,По подписке Плюс,0,0,0
Мастер Темного Пути,2018–,Китай,"мультфильм, фэнтези",8.3,8471,serial,https://www.kinopoisk.ru/film/1223947/,По подписке Плюс,0,0,0
Первобытный,2019–,США,"мультфильм, боевик",8.3,29227,serial,https://www.kinopoisk.ru/film/1263399/,По подписке Плюс,0,0,0
Время приключений,2010–2018,"США, Корея Южная","мультфильм, фантастика",8.3,109688,serial,https://www.kinopoisk.ru/film/602284/,По подписке Плюс,0,0,0
Это мы,2016–2022,США,"драма, мелодрама",8.3,24327,serial,https://www.kinopoisk.ru/film/969141/,online,0,0,0
Песенки,2017,Россия,"мультфильм, детский",8.3,846,film,https://www.kinopoisk.ru/film/1338330/,По подписке Плюс,0,0,0
Американская история X,1998,США,драма,8.3,308439,film,https://www.kinopoisk.ru/film/382/,По подписке Плюс,0,0,0
Служебный роман,1977,СССР,"мелодрама, комедия",8.3,349287,film,https://www.kinopoisk.ru/film/43869/,По подписке Плюс,0,0,0
Красавцы,2004–2011,США,"комедия, драма",8.3,13749,serial,https://www.kinopoisk.ru/film/277548/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Назад в будущее 2,1989,США,"фантастика, приключения",8.3,339348,film,https://www.kinopoisk.ru/film/5502/,online,0,0,0
Летят журавли,1957,СССР,"военный, мелодрама",8.3,93192,film,https://www.kinopoisk.ru/film/7724/,По подписке Плюс,0,0,0
Путешествие муравья,1983,СССР,"мультфильм, детский",8.3,29092,film,https://www.kinopoisk.ru/film/43361/,По подписке Плюс,0,0,0
Семь,1995,США,"триллер, драма",8.3,407192,film,https://www.kinopoisk.ru/film/377/,По подписке Плюс,0,0,0
Зверополис,2016,США,"мультфильм, комедия",8.3,634318,film,https://www.kinopoisk.ru/film/775276/,По подписке Плюс,0,0,0
Страна Советов. Забытые вожди,2016–2019,"Россия, Украина","история, документальный",8.3,1952,serial,https://www.kinopoisk.ru/film/970171/,По подписке Плюс,0,0,0
AC/DC: Да будет рок,1980,"США, Франция","концерт, музыка",8.3,216,film,https://www.kinopoisk.ru/film/134748/,online,0,0,0
Ходячий замок,2004,Япония,"аниме, мультфильм",8.3,278617,film,https://www.kinopoisk.ru/film/49684/,online,0,0,0
Храброе сердце,1995,США,"история, биография",8.3,232672,film,https://www.kinopoisk.ru/film/399/,По подписке Плюс,0,0,0
Спартак: Боги арены,2010,США,"боевик, драма",8.3,54506,film,https://www.kinopoisk.ru/film/573245/,По подписке Плюс,0,0,0
Бобик в гостях у Барбоса,1977,СССР,"мультфильм, детский",8.3,123289,film,https://www.kinopoisk.ru/film/391177/,По подписке Плюс,0,0,0
Декстер,2006–,США,"триллер, драма",8.3,165534,serial,https://www.kinopoisk.ru/film/277537/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Рим,2005–2007,"Великобритания, США","драма, история",8.3,44713,serial,https://www.kinopoisk.ru/film/257386/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Спартак: Кровь и песок,2010–2013,США,"боевик, драма",8.3,86200,serial,https://www.kinopoisk.ru/film/469619/,По подписке Плюс,0,0,0
Любовь и голуби,1984,СССР,"мелодрама, комедия",8.3,593201,film,https://www.kinopoisk.ru/film/45146/,По подписке Плюс,0,0,0
"Фильм, фильм, фильм",1968,СССР,"мультфильм, комедия",8.3,25131,film,https://www.kinopoisk.ru/film/44416/,По подписке Плюс,0,0,0
Шёпот сердца,1995,Япония,"аниме, мультфильм",8.3,40785,film,https://www.kinopoisk.ru/film/32714/,online,0,0,0
Открытый космос,2011–2011,Россия,"документальный, драма",8.3,1354,serial,https://www.kinopoisk.ru/film/580748/,По подписке Плюс,0,0,0
Миллиарды,2016–,США,драма,8.3,61966,serial,https://www.kinopoisk.ru/film/863009/,По подписке Плюс Мульти с Амедиатекой,0,0,0
"Добро пожаловать, или Посторонним вход воспрещен",1964,СССР,"комедия, семейный",8.3,154553,film,https://www.kinopoisk.ru/film/44238/,По подписке Плюс,0,0,0
Римские каникулы,1953,США,"мелодрама, комедия",8.3,109964,film,https://www.kinopoisk.ru/film/497/,По подписке Плюс,0,0,0
Люмьеры!,2016,Франция,"документальный, история",8.3,2489,film,https://www.kinopoisk.ru/film/998204/,По подписке Плюс,0,0,0
Мост,2011–2018,"Швеция, Дания","триллер, криминал",8.3,53613,serial,https://www.kinopoisk.ru/film/574497/,По подписке Плюс,0,0,0
Красавица и чудовище,1991,США,"мультфильм, мюзикл",8.3,256971,film,https://www.kinopoisk.ru/film/540/,По подписке Плюс,0,0,0
Планета динозавров,2011,Великобритания,"мультфильм, документальный",8.3,3149,film,https://www.kinopoisk.ru/film/648762/,По подписке Плюс,0,0,0
Гостья из будущего,1984,СССР,"фантастика, семейный",8.3,74175,film,https://www.kinopoisk.ru/film/77185/,По подписке Плюс,0,0,0
Баллада о солдате,1959,СССР,"драма, мелодрама",8.3,47349,film,https://www.kinopoisk.ru/film/46019/,По подписке Плюс,0,0,0
Смешарики: Операция 'Дед Мороз',2019,Россия,"мультфильм, детский",8.3,4589,film,https://www.kinopoisk.ru/film/1334850/,По подписке Плюс,0,0,0
"- Ишь ты, Масленица!",1985,СССР,"мультфильм, семейный",8.3,43802,film,https://www.kinopoisk.ru/film/257820/,По подписке Плюс,0,0,0
Оранжевая корова,2018–2019,Россия,"мультфильм, детский",8.3,17573,serial,https://www.kinopoisk.ru/film/1259467/,По подписке Плюс,0,0,0
